pair_index,field_1,field_2,avg_weight,std_weight
97,country,advertiser_id_freq,0.0019510348,0.005844203
98,country,ad_id_te,0.013036351,0.025203787
99,country,campaign_id_te,0.0003422738,0.0026281897
100,state,hour,0.001056957,0.0025979513
101,state,day_of_week,0.0011835888,0.0057322616
102,state,timestamp,0.002132288,0.0063319937
103,state,ad_id_freq,0.001890835,0.008604196
104,state,campaign_id_freq,0.00205107,0.00634896
105,state,advertiser_id_freq,0.0015617415,0.0037030177
106,state,ad_id_te,0.0035291053,0.0107217
107,state,campaign_id_te,0.002000345,0.006219321
108,hour,day_of_week,0.00028164554,9.19743e-05
109,hour,timestamp,0.0005400016,0.00017634258
110,hour,ad_id_freq,0.00016443824,0.00038868721
111,hour,campaign_id_freq,0.0008676302,0.000516572
112,hour,advertiser_id_freq,0.000857861,0.00034250823
113,hour,ad_id_te,0.00215882,0.0021814394
114,hour,campaign_id_te,0.00027461429,0.00048945047
115,day_of_week,timestamp,4.4450558e-06,1.4515812e-06
116,day_of_week,ad_id_freq,0.0047743605,0.0077535748
117,day_of_week,campaign_id_freq,8.719565e-05,0.00010113285
118,day_of_week,advertiser_id_freq,0.00027516732,0.00010694048
119,day_of_week,ad_id_te,0.0030950073,0.0017582824
120,day_of_week,campaign_id_te,0.0001681104,0.00031698603
121,timestamp,ad_id_freq,0.00023258281,0.00011583782
122,timestamp,campaign_id_freq,8.000686e-05,4.320375e-05
123,timestamp,advertiser_id_freq,7.32217e-05,8.824598e-05
124,timestamp,ad_id_te,0.02490597,0.012885943
125,timestamp,campaign_id_te,4.9794446e-05,6.582379e-05
126,ad_id_freq,campaign_id_freq,0.00017956081,0.00030117255
127,ad_id_freq,advertiser_id_freq,0.00015895728,0.00020595797
128,ad_id_freq,ad_id_te,0.023374261,0.04206611
129,ad_id_freq,campaign_id_te,0.0006018182,0.0004415598
130,campaign_id_freq,advertiser_id_freq,0.004281344,0.020374268
131,campaign_id_freq,ad_id_te,0.0011325747,0.00094130886
132,campaign_id_freq,campaign_id_te,0.0176399,0.032004602
133,advertiser_id_freq,ad_id_te,0.0039008656,0.0089212665
134,advertiser_id_freq,campaign_id_te,0.014118678,0.031603288
135,ad_id_te,campaign_id_te,0.14718923,0.123793386
